r0,predicted,actual,horizon
6.0,6.3,6.0,8.082135523613964
8.0,7.2,8.0,9.782340862422998
7.0,6.6,7.0,9.946611909650924
6.0,5.8,5.0,9.897330595482547
8.0,7.1,7.0,9.705681040383299
1.0,8.0,8.0,10.209445585215606
7.0,6.6,7.0,8.205338809034908
8.0,7.2,7.0,11.80561259411362
7.0,7.0,7.0,8.180698151950718
6.0,6.1,6.0,10.064339493497604
7.0,6.6,6.0,9.292265571526352
7.0,6.9,7.0,9.809719370294319
8.0,7.1,7.0,10.088980150581794
8.0,7.5,8.0,9.160848733744011
7.0,7.2,7.0,10.338124572210814
4.0,7.1,7.0,9.754962354551678
7.0,7.0,6.0,9.984941820670773
6.0,6.1,5.0,10.020533880903491
7.0,6.6,7.0,10.047912388774812
7.0,7.2,8.0,11.789185489390828
7.0,6.8,6.0,9.544147843942506
6.0,6.0,6.0,10.050650239561945
7.0,6.9,6.0,10.026009582477755
7.0,6.6,7.0,9.620807665982204
7.0,7.0,7.0,9.867214236824093
7.0,6.7,7.0,11.94798083504449
7.0,6.7,7.0,11.75085557837098
6.0,6.0,6.0,10.08350444900753
8.0,7.6,8.0,10.108145106091717
7.0,6.7,7.0,11.893223819301848
7.0,6.8,6.0,9.960301163586584
7.0,6.7,7.0,8.202600958247775
7.0,6.5,7.0,9.259411362080767
7.0,6.9,7.0,8.892539356605065
7.0,6.7,7.0,11.723477070499658
8.0,6.7,7.0,8.167008898015059
7.0,6.9,7.0,8.008213552361397
7.0,6.9,7.0,10.020533880903491
7.0,6.6,7.0,10.091718001368925
8.0,7.3,7.0,10.067077344284737
6.0,7.3,8.0,10.17659137577002
6.0,6.0,6.0,11.07460643394935
7.0,6.9,7.0,8.583162217659138
8.0,7.2,7.0,11.58384668035592
6.0,6.4,7.0,9.900068446269678
7.0,7.1,7.0,9.91649555099247
8.0,7.4,7.0,8.0
8.0,7.1,7.0,8.068446269678303
7.0,6.5,6.0,11.619438740588638
7.0,7.2,7.0,11.88227241615332
8.0,7.1,8.0,10.023271731690622
8.0,7.2,7.0,11.97262149212868
8.0,7.2,7.0,9.779603011635865
8.0,7.1,7.0,9.752224503764545
4.0,5.4,5.0,11.649555099247092
7.0,6.8,7.0,8.013689253935661
7.0,6.9,7.0,11.145790554414784
7.0,6.8,7.0,9.700205338809035
7.0,6.4,5.0,9.930184804928132
8.0,7.3,8.0,9.850787132101301
7.0,6.9,7.0,8.0
7.0,6.8,7.0,11.890485968514716
8.0,7.0,7.0,11.942505133470226
7.0,6.9,7.0,10.078028747433265
6.0,6.3,6.0,11.381245722108146
8.0,6.9,7.0,11.964407939767282
7.0,7.1,7.0,10.023271731690622
8.0,7.4,7.0,9.744010951403148
6.0,6.1,6.0,9.809719370294319
8.0,7.5,7.0,8.251882272416154
7.0,6.8,7.0,10.078028747433265
9.0,7.5,8.0,9.938398357289527
8.0,7.2,7.0,11.561943874058864
7.0,6.9,8.0,11.468856947296372
8.0,7.2,7.0,11.989048596851472
8.0,6.9,8.0,11.5564681724846
7.0,6.8,7.0,9.963039014373717
8.0,7.3,7.0,8.24640657084189
7.0,6.9,8.0,8.046543463381246
8.0,7.2,7.0,9.900068446269678
7.0,7.1,7.0,10.039698836413416
7.0,6.8,7.0,9.919233401779604
7.0,6.3,6.0,11.665982203969884
6.0,6.4,7.0,9.998631074606434
7.0,6.9,7.0,10.236824093086927
7.0,7.0,7.0,8.02464065708419
8.0,7.1,7.0,11.89596167008898
8.0,7.6,7.0,9.930184804928132
6.0,6.3,6.0,11.611225188227241
7.0,6.8,7.0,9.689253935660506
8.0,7.2,7.0,9.973990417522245
8.0,6.9,7.0,11.731690622861054
8.0,7.5,8.0,8.082135523613964
7.0,6.6,8.0,9.374401095140314
6.0,7.2,8.0,10.195756331279945
7.0,6.9,7.0,11.797399041752225
5.0,6.4,6.0,10.015058179329227
7.0,6.9,7.0,11.92060232717317
8.0,7.2,7.0,11.66050650239562
5.0,6.7,8.0,9.738535249828884
8.0,7.4,7.0,9.681040383299111
6.0,5.8,5.0,9.806981519507186
7.0,6.8,7.0,9.973990417522245
9.0,7.0,7.0,11.745379876796715
7.0,6.5,6.0,9.776865160848734
8.0,7.4,7.0,9.990417522245037
8.0,7.2,7.0,11.655030800821356
8.0,7.1,7.0,9.96851471594798
8.0,7.3,8.0,8.07939767282683
7.0,6.7,7.0,11.493497604380561
7.0,6.8,8.0,9.582477754962355
7.0,7.0,7.0,11.819301848049282
7.0,6.7,7.0,9.713894592744696
7.0,6.9,7.0,10.069815195071868
7.0,6.8,7.0,9.995893223819301
7.0,7.4,8.0,8.509240246406572
6.0,6.0,6.0,11.92060232717317
7.0,6.7,7.0,11.9233401779603
8.0,7.6,8.0,8.008213552361397
7.0,6.6,6.0,9.776865160848734
7.0,7.2,7.0,10.33264887063655
7.0,6.8,7.0,11.958932238193018
8.0,7.2,7.0,10.091718001368925
7.0,6.5,7.0,9.218343600273785
6.0,6.1,6.0,9.911019849418206
6.0,6.0,5.0,11.731690622861054
6.0,6.2,6.0,10.04517453798768
7.0,6.8,7.0,9.325119780971937
8.0,7.1,7.0,11.928815879534566
7.0,6.4,7.0,10.25325119780972
7.0,7.0,7.0,11.731690622861054
7.0,6.8,7.0,9.908281998631075
6.0,5.9,6.0,11.989048596851472
8.0,7.2,7.0,11.718001368925394
6.0,5.6,5.0,10.078028747433265
8.0,7.3,8.0,10.012320328542094
6.0,5.9,6.0,9.744010951403148
8.0,7.0,8.0,11.704312114989733
7.0,7.2,7.0,9.08145106091718
6.0,6.4,7.0,10.855578370978781
7.0,6.8,7.0,9.902806297056811
6.0,5.8,6.0,11.572895277207392
7.0,6.6,7.0,11.45242984257358
7.0,6.7,7.0,10.03148528405202
6.0,6.3,7.0,9.538672142368242
8.0,6.8,6.0,10.056125941136209
6.0,6.0,6.0,9.744010951403148
8.0,6.7,7.0,9.853524982888432
7.0,6.3,7.0,9.86173853524983
7.0,6.9,7.0,8.041067761806982
7.0,7.0,7.0,8.188911704312115
7.0,6.7,7.0,11.696098562628336
7.0,7.0,8.0,9.661875427789186
7.0,7.0,7.0,8.038329911019849
7.0,6.8,7.0,10.061601642710473
7.0,6.9,7.0,11.797399041752225
7.0,6.7,6.0,10.146475017111568
8.0,7.1,7.0,10.00684462696783
8.0,7.4,7.0,10.036960985626283
7.0,7.0,7.0,11.863107460643395
8.0,7.0,7.0,11.657768651608487
7.0,6.6,6.0,9.81245722108145
8.0,7.2,8.0,9.483915126625599
7.0,6.9,7.0,11.638603696098563
7.0,6.8,7.0,9.804243668720055
8.0,7.3,7.0,8.046543463381246
7.0,6.8,7.0,11.605749486652977
8.0,7.0,7.0,11.693360711841205
7.0,6.9,7.0,9.88911704312115
7.0,6.8,7.0,9.984941820670773
6.0,6.1,5.0,9.982203969883642
6.0,5.9,6.0,8.046543463381246
6.0,6.2,6.0,8.021902806297057
8.0,7.1,7.0,11.646817248459959
7.0,6.7,6.0,9.848049281314168
7.0,6.7,6.0,10.25325119780972
6.0,5.9,6.0,8.016427104722792
6.0,7.1,8.0,8.320328542094456
6.0,5.9,7.0,11.80561259411362
7.0,6.4,6.0,10.264202600958248
6.0,6.0,6.0,9.793292265571527
7.0,6.6,7.0,9.94113620807666
7.0,7.0,7.0,10.18754277891855
8.0,7.3,7.0,10.004106776180699
7.0,7.0,7.0,11.945242984257359
7.0,6.7,7.0,9.91375770020534
8.0,7.3,8.0,9.486652977412732
7.0,6.9,7.0,10.039698836413416
7.0,6.5,7.0,8.008213552361397
7.0,6.8,7.0,9.478439425051334
9.0,7.2,7.0,9.763175906913073
7.0,6.5,6.0,10.088980150581794
6.0,6.2,7.0,10.119096509240247
7.0,7.0,7.0,8.254620123203285
8.0,7.2,7.0,10.609171800136892
7.0,6.9,7.0,9.193702943189596
7.0,6.6,7.0,9.839835728952773
5.0,5.6,5.0,9.69472963723477
7.0,6.9,7.0,11.822039698836413
8.0,7.0,7.0,11.58110882956879
8.0,7.2,7.0,10.078028747433265
4.0,6.4,5.0,9.516769336071183
8.0,7.2,8.0,8.0
6.0,5.9,6.0,9.790554414784394
7.0,6.9,7.0,10.116358658453114
8.0,7.4,6.0,11.017111567419576
8.0,7.4,8.0,10.376454483230663
8.0,7.2,8.0,9.57700205338809
6.0,6.2,6.0,11.720739219712526
7.0,7.0,7.0,9.604380561259411
7.0,6.9,7.0,8.068446269678303
7.0,6.8,7.0,11.707049965776864
5.0,5.3,5.0,9.880903490759753
7.0,6.7,7.0,9.741273100616016
8.0,7.1,7.0,9.752224503764545
6.0,6.0,6.0,9.990417522245037
8.0,6.9,6.0,9.193702943189596
8.0,7.1,7.0,10.091718001368925
7.0,6.7,6.0,11.789185489390828
7.0,6.5,7.0,11.326488706365502
7.0,6.9,7.0,10.590006844626968
7.0,7.1,7.0,8.309377138945928
7.0,6.4,7.0,9.927446954140999
6.0,5.9,6.0,11.838466803559205
8.0,7.3,7.0,9.478439425051334
7.0,6.6,7.0,9.557837097878165
8.0,6.8,7.0,11.852156057494867
8.0,6.8,6.0,9.44832306639288
8.0,7.2,7.0,10.020533880903491
8.0,7.0,7.0,9.541409993155373
7.0,6.8,7.0,10.195756331279945
7.0,6.8,7.0,11.709787816563997
7.0,7.0,7.0,9.475701574264203
8.0,7.0,7.0,11.939767282683095
6.0,5.8,6.0,11.655030800821356
6.0,6.0,6.0,8.462696783025326
6.0,6.0,6.0,10.004106776180699
8.0,7.5,8.0,9.952087611225188
7.0,6.7,6.0,10.047912388774812
7.0,6.7,7.0,11.433264887063656
6.0,6.0,5.0,11.734428473648187
6.0,6.0,6.0,9.820670773442847
8.0,7.3,8.0,9.990417522245037
7.0,6.7,7.0,10.03422313483915
6.0,5.7,6.0,8.106776180698152
7.0,6.7,6.0,10.023271731690622
7.0,6.5,6.0,8.046543463381246
4.0,5.2,4.0,11.249828884325805
8.0,7.3,8.0,10.099931553730322
5.0,5.8,8.0,9.815195071868583
6.0,6.2,6.0,8.733744010951403
7.0,7.1,7.0,9.867214236824093
7.0,6.8,7.0,8.030116358658454
8.0,7.4,7.0,8.010951403148528
6.0,7.1,8.0,8.131416837782341
8.0,6.9,6.0,11.715263518138261
6.0,6.7,8.0,9.83709787816564
8.0,6.9,7.0,10.069815195071868
7.0,6.8,7.0,10.250513347022586
8.0,8.0,8.0,10.05886379192334
6.0,5.7,8.0,11.89596167008898
7.0,7.1,8.0,8.071184120465434
8.0,7.2,7.0,9.73305954825462
7.0,6.8,7.0,9.700205338809035
8.0,7.2,8.0,9.686516084873375
6.0,6.0,6.0,11.646817248459959
7.0,6.6,6.0,11.772758384668036
7.0,6.9,7.0,11.60848733744011
8.0,7.1,7.0,11.605749486652977
7.0,6.9,7.0,10.023271731690622
6.0,6.2,6.0,9.927446954140999
7.0,6.9,7.0,11.537303216974674
7.0,6.8,7.0,9.763175906913073
7.0,6.9,7.0,8.101300479123887
7.0,6.6,6.0,9.78507871321013
8.0,7.5,8.0,9.535934291581109
8.0,7.4,8.0,8.205338809034908
7.0,6.9,7.0,9.831622176591376
7.0,6.3,6.0,9.897330595482547
8.0,7.1,7.0,10.050650239561945
8.0,7.0,7.0,10.902121834360027
7.0,6.9,6.0,8.208076659822039
7.0,6.7,7.0,11.655030800821356
8.0,7.2,7.0,8.120465434633813
8.0,7.4,8.0,8.454483230663929
6.0,6.1,6.0,8.2217659137577
6.0,6.8,8.0,10.231348391512663
7.0,6.7,7.0,11.945242984257359
8.0,7.6,8.0,8.451745379876797
8.0,7.4,8.0,10.559890485968515
7.0,6.6,7.0,10.190280629705681
6.0,6.3,6.0,8.2217659137577
7.0,6.7,7.0,11.926078028747433
7.0,6.7,7.0,11.904175222450377
8.0,7.1,7.0,11.277207392197125
7.0,6.8,6.0,11.874058863791923
8.0,7.4,8.0,9.689253935660506
7.0,6.9,6.0,11.917864476386036
5.0,5.1,5.0,9.820670773442847
7.0,6.0,7.0,10.91854893908282
8.0,7.0,7.0,11.819301848049282
6.0,6.4,6.0,9.984941820670773
7.0,6.8,7.0,11.827515400410677
7.0,6.8,6.0,8.002737850787133
8.0,6.8,7.0,8.002737850787133
6.0,6.2,5.0,11.890485968514716
7.0,7.0,7.0,10.13826146475017
7.0,6.9,7.0,11.578370978781656
8.0,7.0,7.0,9.585215605749486
7.0,6.5,6.0,9.927446954140999
6.0,5.9,6.0,10.03422313483915
6.0,6.1,6.0,9.69199178644764
7.0,6.4,7.0,9.859000684462696
7.0,6.7,7.0,10.061601642710473
7.0,6.8,7.0,9.79876796714579
7.0,6.8,7.0,11.7782340862423
8.0,7.1,7.0,10.981519507186858
7.0,6.8,8.0,11.633127994524298
5.0,6.6,8.0,10.447638603696099
6.0,6.2,7.0,9.96851471594798
7.0,7.2,8.0,11.950718685831623
7.0,6.8,7.0,11.964407939767282
8.0,7.0,7.0,11.520876112251882
5.0,5.6,6.0,11.50444900752909
8.0,7.2,7.0,9.998631074606434
6.0,5.9,6.0,10.097193702943189
7.0,7.0,7.0,8.010951403148528
7.0,6.7,6.0,8.821355236139631
7.0,7.0,7.0,10.091718001368925
6.0,6.3,7.0,9.987679671457906
6.0,6.0,6.0,9.541409993155373
6.0,5.8,6.0,9.998631074606434
7.0,6.8,7.0,9.96851471594798
7.0,6.8,7.0,11.646817248459959
5.0,5.5,5.0,9.598904859685147
7.0,6.6,7.0,9.869952087611225
7.0,6.7,7.0,9.730321697467488
7.0,6.7,7.0,11.904175222450377
5.0,5.2,5.0,11.928815879534566
7.0,7.3,8.0,8.093086926762492
6.0,6.7,7.0,10.984257357973991
8.0,7.2,7.0,9.69472963723477
6.0,5.8,6.0,9.702943189596168
7.0,6.7,7.0,9.828884325804244
6.0,6.9,7.0,10.22861054072553
6.0,6.6,6.0,8.134154688569472
6.0,6.1,6.0,9.700205338809035
8.0,7.4,7.0,9.675564681724847
8.0,7.6,8.0,9.979466119096509
6.0,6.1,7.0,10.173853524982889
7.0,6.7,7.0,10.231348391512663
7.0,6.8,7.0,10.026009582477755
7.0,7.4,7.0,11.575633127994525
7.0,6.9,7.0,8.07939767282683
7.0,6.9,7.0,8.106776180698152
6.0,6.0,6.0,8.021902806297057
7.0,7.2,7.0,9.787816563997263
6.0,5.9,6.0,8.106776180698152
8.0,6.6,7.0,11.997262149212867
6.0,6.0,6.0,11.761806981519507
7.0,6.6,7.0,11.676933607118412
9.0,7.7,8.0,11.964407939767282
8.0,7.1,6.0,11.742642026009582
7.0,6.9,7.0,10.04517453798768
8.0,7.2,7.0,9.59069130732375
7.0,6.9,8.0,12.0
6.0,5.7,6.0,10.795345653661876
8.0,7.3,7.0,11.991786447638603
7.0,6.9,7.0,9.826146475017111
8.0,7.4,7.0,9.514031485284052
7.0,7.3,7.0,9.730321697467488
8.0,7.2,7.0,11.904175222450377
8.0,7.1,7.0,9.957563312799453
7.0,6.8,7.0,8.032854209445585
7.0,6.9,7.0,11.655030800821356
8.0,7.1,7.0,9.653661875427789
7.0,6.9,7.0,8.150581793292266
7.0,6.8,7.0,11.822039698836413
8.0,7.1,7.0,10.151950718685832
6.0,6.1,6.0,9.921971252566735
7.0,6.9,8.0,9.971252566735114
8.0,7.0,7.0,11.871321013004792
7.0,6.8,8.0,8.005475701574264
8.0,7.3,8.0,8.05201916495551
7.0,6.8,7.0,11.4798083504449
8.0,7.2,8.0,9.94113620807666
6.0,6.0,6.0,9.95482546201232
7.0,7.1,8.0,10.562628336755647
7.0,6.9,7.0,9.609856262833675
7.0,7.0,7.0,9.730321697467488
7.0,6.8,7.0,8.05201916495551
8.0,7.8,7.0,10.094455852156058
7.0,6.9,7.0,9.886379192334017
7.0,6.7,6.0,11.904175222450377
5.0,5.4,5.0,10.160164271047227
7.0,7.0,7.0,8.05201916495551
7.0,6.8,7.0,9.83709787816564
7.0,7.0,6.0,11.14031485284052
7.0,6.7,7.0,8.09034907597536
7.0,6.8,7.0,9.215605749486652
7.0,6.5,6.0,9.831622176591376
7.0,6.4,6.0,8.199863107460644
8.0,7.0,7.0,10.023271731690622
7.0,6.8,7.0,11.822039698836413
7.0,6.7,4.0,9.809719370294319
7.0,6.7,7.0,8.120465434633813
7.0,6.7,7.0,11.460643394934976
7.0,6.9,7.0,11.917864476386036
8.0,6.9,6.0,9.908281998631075
6.0,6.3,6.0,11.80561259411362
7.0,6.5,6.0,11.813826146475018
8.0,7.4,8.0,10.023271731690622
7.0,6.8,7.0,8.147843942505133
7.0,6.1,6.0,11.7015742642026
8.0,6.7,7.0,11.983572895277208
8.0,7.5,8.0,9.960301163586584
8.0,7.2,7.0,8.098562628336756
7.0,6.8,7.0,10.004106776180699
7.0,7.0,7.0,9.883641341546886
7.0,7.3,7.0,9.842573579739904
7.0,7.0,6.0,9.744010951403148
7.0,6.7,7.0,9.946611909650924
8.0,7.0,8.0,10.124572210814511
7.0,6.8,6.0,8.046543463381246
8.0,7.2,7.0,9.727583846680355
8.0,7.2,8.0,8.0766598220397
7.0,6.7,7.0,10.154688569472963
6.0,5.9,7.0,9.675564681724847
6.0,6.0,6.0,9.96577686516085
7.0,6.6,7.0,9.56331279945243
7.0,6.8,7.0,9.820670773442847
6.0,6.3,6.0,11.980835044490075
7.0,7.0,7.0,8.101300479123887
6.0,6.0,6.0,10.924024640657084
6.0,6.4,6.0,10.047912388774812
7.0,6.8,7.0,10.056125941136209
8.0,7.2,7.0,11.871321013004792
8.0,7.0,7.0,11.696098562628336
8.0,7.4,8.0,11.739904175222451
7.0,6.8,7.0,11.570157426420261
8.0,7.2,7.0,10.047912388774812
9.0,7.4,8.0,10.674880219028063
6.0,6.8,7.0,11.748117727583846
8.0,7.7,8.0,10.343600273785079
8.0,7.2,8.0,8.210814510609172
7.0,6.8,7.0,9.952087611225188
7.0,6.4,7.0,9.481177275838467
7.0,6.8,7.0,9.681040383299111
7.0,6.9,7.0,9.86173853524983
7.0,6.9,7.0,11.477070499657769
7.0,6.8,8.0,8.057494866529774
5.0,5.3,5.0,9.987679671457906
6.0,5.9,6.0,8.030116358658454
7.0,6.9,7.0,11.824777549623546
7.0,6.8,7.0,9.78507871321013
7.0,6.9,7.0,9.963039014373717
6.0,5.9,5.0,9.623545516769337
6.0,6.2,7.0,9.91375770020534
8.0,7.1,7.0,9.86173853524983
6.0,6.8,7.0,10.33264887063655
5.0,5.9,5.0,11.523613963039015
7.0,6.9,7.0,9.963039014373717
7.0,6.7,7.0,9.94113620807666
7.0,6.5,6.0,11.94798083504449
7.0,6.7,7.0,8.02737850787132
8.0,7.2,8.0,8.257357973990418
7.0,6.8,7.0,11.665982203969884
7.0,7.0,7.0,9.99315537303217
6.0,6.0,6.0,9.741273100616016
6.0,6.1,6.0,9.91649555099247
7.0,6.8,7.0,11.657768651608487
7.0,6.4,6.0,9.727583846680355
7.0,6.8,7.0,8.019164955509925
6.0,6.3,7.0,11.34839151266256
6.0,5.7,6.0,9.900068446269678
7.0,6.8,7.0,10.009582477754963
8.0,7.2,7.0,8.041067761806982
7.0,6.9,7.0,10.269678302532512
6.0,5.7,6.0,11.416837782340862
7.0,6.7,8.0,9.620807665982204
6.0,6.9,5.0,10.373716632443532
8.0,7.3,7.0,10.102669404517453
8.0,7.0,8.0,9.752224503764545
8.0,7.0,8.0,10.119096509240247
8.0,7.1,7.0,11.893223819301848
8.0,7.2,7.0,11.052703627652292
6.0,5.9,6.0,8.038329911019849
7.0,6.9,7.0,11.928815879534566
7.0,6.7,7.0,8.005475701574264
8.0,7.8,8.0,10.18754277891855
7.0,7.0,7.0,9.850787132101301
8.0,7.2,7.0,9.349760438056126
7.0,6.7,6.0,9.623545516769337
8.0,7.3,7.0,10.28062970568104
8.0,6.7,7.0,10.08350444900753
7.0,7.0,7.0,9.604380561259411
7.0,7.0,7.0,8.208076659822039
7.0,6.7,7.0,9.875427789185489
5.0,7.1,8.0,9.697467488021903
8.0,7.3,7.0,8.128678986995208
7.0,6.9,7.0,11.742642026009582
6.0,5.8,6.0,11.578370978781656
6.0,6.3,7.0,11.592060232717317
8.0,7.3,7.0,9.412731006160165
7.0,7.0,7.0,9.88911704312115
8.0,7.1,7.0,10.091718001368925
7.0,6.8,6.0,9.86447638603696
7.0,7.0,6.0,11.939767282683095
8.0,7.0,7.0,11.770020533880903
7.0,6.8,7.0,8.06570841889117
7.0,6.9,7.0,8.005475701574264
6.0,5.9,7.0,8.005475701574264
7.0,6.0,5.0,11.40041067761807
8.0,7.6,8.0,8.019164955509925
8.0,7.9,8.0,9.374401095140314
7.0,7.1,8.0,11.742642026009582
6.0,6.2,6.0,8.041067761806982
9.0,7.6,8.0,8.186173853524982
8.0,7.9,8.0,11.572895277207392
7.0,6.8,6.0,11.813826146475018
7.0,6.2,6.0,9.998631074606434
7.0,6.6,6.0,9.735797399041752
8.0,7.3,7.0,10.146475017111568
6.0,5.9,6.0,11.641341546885695
8.0,7.0,7.0,11.649555099247092
7.0,7.0,7.0,8.054757015742641
8.0,7.2,7.0,8.071184120465434
6.0,6.0,6.0,8.139630390143736
6.0,6.0,7.0,11.824777549623546
8.0,7.2,7.0,8.05201916495551
8.0,7.1,7.0,10.099931553730322
7.0,6.7,7.0,11.761806981519507
7.0,6.7,6.0,9.984941820670773
7.0,6.8,7.0,11.90965092402464
8.0,7.0,7.0,11.696098562628336
7.0,6.3,7.0,9.71937029431896
7.0,6.9,7.0,9.859000684462696
6.0,6.0,6.0,9.957563312799453
7.0,7.0,7.0,9.815195071868583
7.0,6.5,7.0,8.02464065708419
6.0,7.8,8.0,11.600273785078713
5.0,6.7,8.0,8.375085557837098
7.0,6.9,6.0,9.828884325804244
7.0,6.9,7.0,10.080766598220396
7.0,6.8,7.0,9.867214236824093
8.0,7.8,7.0,10.042436687200547
7.0,6.8,7.0,9.952087611225188
7.0,6.9,8.0,10.277891854893909
7.0,6.9,7.0,10.11088295687885
6.0,6.4,6.0,8.068446269678303
6.0,6.5,6.0,11.854893908282
8.0,7.2,7.0,11.41409993155373
6.0,5.9,6.0,11.58110882956879
7.0,7.0,6.0,9.69199178644764
7.0,6.7,7.0,11.956194387405887
7.0,6.6,6.0,9.902806297056811
6.0,5.9,7.0,10.798083504449007
6.0,5.8,6.0,11.94798083504449
8.0,7.2,7.0,9.607118412046544
6.0,5.7,6.0,9.935660506502396
7.0,7.1,6.0,10.924024640657084
7.0,7.0,7.0,10.17659137577002
6.0,5.9,6.0,10.113620807665983
7.0,6.7,7.0,9.94113620807666
7.0,6.7,7.0,8.032854209445585
8.0,7.1,6.0,11.917864476386036
8.0,7.5,8.0,8.334017796030116
7.0,6.3,7.0,9.596167008898014
7.0,6.8,7.0,10.099931553730322
5.0,5.8,5.0,9.270362765229295
7.0,6.8,7.0,10.023271731690622
8.0,7.3,7.0,11.956194387405887
7.0,7.0,6.0,8.106776180698152
8.0,6.8,8.0,9.91375770020534
8.0,7.0,8.0,8.131416837782341
6.0,6.5,7.0,11.655030800821356
7.0,6.6,7.0,9.69472963723477
8.0,6.6,7.0,11.739904175222451
7.0,6.9,7.0,11.767282683093772
7.0,6.8,7.0,8.013689253935661
8.0,6.5,6.0,11.879534565366187
7.0,6.7,6.0,9.853524982888432
8.0,7.5,8.0,10.376454483230663
7.0,6.8,6.0,11.915126625598905
7.0,6.9,7.0,10.012320328542094
7.0,6.8,7.0,11.55920602327173
6.0,8.0,7.0,11.80287474332649
7.0,6.9,7.0,10.00684462696783
8.0,7.1,8.0,9.949349760438055
8.0,7.5,7.0,9.883641341546886
7.0,6.7,6.0,9.69472963723477
8.0,7.0,6.0,11.759069130732374
8.0,7.1,6.0,9.96851471594798
8.0,7.2,7.0,11.359342915811089
7.0,6.9,7.0,10.250513347022586
7.0,6.8,6.0,11.93429158110883
8.0,7.1,7.0,10.165639972621491
7.0,6.7,6.0,11.38945927446954
7.0,7.0,7.0,8.008213552361397
7.0,6.8,7.0,10.012320328542094
7.0,6.7,7.0,9.423682409308693
7.0,7.1,5.0,10.11088295687885
7.0,7.0,7.0,9.69472963723477
8.0,6.9,7.0,8.281998631074606
8.0,6.9,6.0,9.604380561259411
7.0,6.7,7.0,9.998631074606434
8.0,7.0,7.0,8.188911704312115
8.0,6.9,7.0,9.927446954140999
7.0,6.8,7.0,11.047227926078028
7.0,7.3,7.0,9.924709103353868
8.0,7.3,8.0,8.082135523613964
8.0,7.1,7.0,9.722108145106091
8.0,7.3,8.0,8.167008898015059
8.0,7.8,8.0,11.321013004791238
7.0,6.7,7.0,9.831622176591376
8.0,6.9,8.0,11.931553730321697
7.0,6.6,7.0,11.942505133470226
8.0,7.0,7.0,11.75359342915811
7.0,6.9,7.0,9.850787132101301
7.0,6.7,7.0,8.438056125941136
8.0,7.2,7.0,11.682409308692677
7.0,6.7,7.0,9.533196440793978
7.0,6.8,7.0,9.952087611225188
7.0,6.9,6.0,9.845311430527037
6.0,6.2,6.0,11.397672826830938
8.0,7.3,5.0,8.112251882272416
7.0,6.8,7.0,11.874058863791923
8.0,7.1,7.0,11.542778918548938
8.0,7.3,7.0,9.883641341546886
8.0,7.0,7.0,8.016427104722792
7.0,6.9,7.0,9.645448323066393
7.0,6.8,7.0,9.519507186858316
7.0,6.9,7.0,8.153319644079398
8.0,7.1,7.0,9.839835728952773
8.0,7.5,8.0,11.898699520876113
7.0,6.9,7.0,9.91375770020534
7.0,6.6,7.0,10.039698836413416
6.0,6.1,6.0,9.973990417522245
7.0,7.0,7.0,9.897330595482547
7.0,6.9,7.0,9.59069130732375
7.0,6.8,7.0,8.799452429842573
7.0,6.9,7.0,9.64271047227926
7.0,6.9,7.0,11.644079397672828
6.0,6.8,8.0,11.68788501026694
7.0,6.5,6.0,11.958932238193018
7.0,6.2,8.0,9.352498288843258
7.0,6.7,8.0,11.88227241615332
7.0,6.6,6.0,8.010951403148528
7.0,6.9,7.0,11.885010266940451
8.0,7.4,7.0,10.105407255304586
7.0,6.9,6.0,10.08350444900753
6.0,5.8,6.0,8.506502395619439
7.0,6.8,6.0,9.357973990417522
7.0,6.8,7.0,10.784394250513348
8.0,6.8,7.0,11.63586584531143
7.0,6.7,7.0,8.427104722792608
7.0,6.5,6.0,11.890485968514716
6.0,6.0,6.0,10.020533880903491
8.0,7.0,7.0,11.5564681724846
8.0,7.0,7.0,11.718001368925394
8.0,7.0,7.0,11.879534565366187
8.0,7.6,7.0,8.013689253935661
7.0,7.0,7.0,11.605749486652977
6.0,7.3,7.0,9.952087611225188
6.0,6.3,6.0,8.873374401095141
7.0,6.8,7.0,11.912388774811772
8.0,7.6,6.0,9.963039014373717
8.0,7.4,7.0,8.02464065708419
8.0,7.2,7.0,11.813826146475018
7.0,6.4,6.0,9.96851471594798
8.0,7.2,7.0,8.008213552361397
7.0,6.9,8.0,10.989733059548255
6.0,5.9,5.0,11.091033538672143
7.0,6.7,7.0,8.021902806297057
3.0,5.4,0.0,8.845995893223819
7.0,6.8,6.0,11.14031485284052
7.0,7.1,7.0,9.932922655715263
7.0,6.9,7.0,9.886379192334017
8.0,7.1,7.0,9.82340862422998
8.0,6.9,7.0,11.345653661875428
7.0,6.9,7.0,9.760438056125942
7.0,7.4,8.0,9.075975359342916
8.0,7.1,8.0,10.182067077344286
7.0,6.9,5.0,8.0
7.0,7.0,7.0,9.664613278576317
8.0,7.4,7.0,9.344284736481862
7.0,6.9,7.0,8.147843942505133
8.0,7.1,7.0,11.501711156741958
6.0,6.2,6.0,9.96851471594798
6.0,6.1,6.0,9.716632443531827
9.0,7.2,7.0,9.544147843942506
6.0,7.0,9.0,8.525667351129364
7.0,7.0,7.0,10.694045174537989
7.0,7.0,7.0,8.799452429842573
7.0,6.9,6.0,8.030116358658454
6.0,6.1,6.0,9.946611909650924
7.0,6.8,7.0,11.564681724845997
8.0,7.6,8.0,9.83709787816564
7.0,7.0,6.0,11.572895277207392
8.0,7.3,7.0,8.791238877481177
